HOSPITALIZED COUNT,DEATH COUNT,CASE COUNT,HOSPITALIZED COUNT_7 DA,DEATH COUNT_7 DA,CASE COUNT_7 DA,BOROUGH,date_of_interest
20,3,154,16,1,143,Queens,10/20/2020
18,0,178,15,1,139,Queens,10/19/2020
11,0,123,14,1,130,Queens,10/18/2020
9,1,110,14,1,125,Queens,10/17/2020
12,1,132,14,2,123,Queens,10/16/2020
20,3,144,14,2,125,Queens,10/15/2020
20,1,159,13,1,120,Queens,10/14/2020
16,2,128,11,1,116,Queens,10/13/2020
13,1,116,10,1,119,Queens,10/12/2020
11,1,85,11,1,130,Queens,10/11/2020
7,2,99,11,1,130,Queens,10/10/2020
13,1,143,11,1,130,Queens,10/9/2020
8,2,112,11,2,130,Queens,10/8/2020
10,1,132,10,2,134,Queens,10/7/2020
11,1,145,10,2,135,Queens,10/6/2020
17,0,196,11,2,139,Queens,10/5/2020
11,3,84,10,2,127,Queens,10/4/2020
5,2,98,10,2,130,Queens,10/3/2020
13,2,140,10,1,125,Queens,10/2/2020
6,4,145,10,1,122,Queens,10/1/2020
9,0,135,11,1,116,Queens,9/30/2020
13,2,175,10,1,113,Queens,9/29/2020
14,1,110,10,0,104,Queens,9/28/2020
8,0,106,9,0,105,Queens,9/27/2020
9,1,61,9,0,96,Queens,9/26/2020
11,1,125,8,0,96,Queens,9/25/2020
11,0,100,8,0,88,Queens,9/24/2020
7,0,116,7,1,89,Queens,9/23/2020
13,0,107,7,1,86,Queens,9/22/2020
6,0,122,7,1,82,Queens,9/21/2020
3,1,43,6,1,79,Queens,9/20/2020
7,1,60,7,1,83,Queens,9/19/2020
7,0,69,6,2,83,Queens,9/18/2020
5,2,104,6,2,84,Queens,9/17/2020
10,3,94,7,2,79,Queens,9/16/2020
8,1,81,7,1,78,Queens,9/15/2020
5,2,105,6,1,80,Queens,9/14/2020
5,1,68,7,1,73,Queens,9/13/2020
4,3,61,7,1,72,Queens,9/12/2020
7,0,77,7,1,68,Queens,9/11/2020
7,1,70,8,1,65,Queens,9/10/2020
11,2,82,8,1,68,Queens,9/9/2020
6,0,98,7,1,66,Queens,9/8/2020
6,0,52,7,1,63,Queens,9/7/2020
8,2,62,8,1,66,Queens,9/6/2020
5,0,34,8,1,63,Queens,9/5/2020
10,2,59,8,1,63,Queens,9/4/2020
7,0,90,7,1,62,Queens,9/3/2020
10,1,69,8,1,58,Queens,9/2/2020
5,1,73,7,1,58,Queens,9/1/2020
12,0,77,8,1,57,Queens,8/31/2020
6,1,42,7,1,58,Queens,8/30/2020
4,0,32,7,1,58,Queens,8/29/2020
7,1,52,8,1,58,Queens,8/28/2020
10,0,61,8,1,59,Queens,8/27/2020
5,3,66,8,1,58,Queens,8/26/2020
9,0,69,8,1,59,Queens,8/25/2020
5,0,84,9,1,61,Queens,8/24/2020
11,0,40,10,1,63,Queens,8/23/2020
7,2,34,9,1,63,Queens,8/22/2020
9,3,60,9,1,64,Queens,8/21/2020
10,1,54,10,1,65,Queens,8/20/2020
7,0,69,10,1,67,Queens,8/19/2020
12,0,87,10,1,69,Queens,8/18/2020
15,2,95,9,1,64,Queens,8/17/2020
5,2,39,8,1,62,Queens,8/16/2020
5,0,42,8,1,61,Queens,8/15/2020
14,0,69,8,1,61,Queens,8/14/2020
10,0,67,7,1,60,Queens,8/13/2020
11,0,86,6,1,59,Queens,8/12/2020
2,1,51,6,2,59,Queens,8/11/2020
9,2,77,7,2,58,Queens,8/10/2020
6,2,36,7,1,59,Queens,8/9/2020
5,0,43,8,1,58,Queens,8/8/2020
3,2,57,7,1,60,Queens,8/7/2020
7,1,66,8,1,60,Queens,8/6/2020
13,3,80,8,1,59,Queens,8/5/2020
6,1,46,7,1,58,Queens,8/4/2020
8,1,84,7,1,61,Queens,8/3/2020
12,0,33,7,1,61,Queens,8/2/2020
1,1,54,6,1,61,Queens,8/1/2020
6,1,58,7,1,60,Queens,7/31/2020
11,0,61,8,1,62,Queens,7/30/2020
5,1,67,8,2,62,Queens,7/29/2020
7,4,73,8,2,64,Queens,7/28/2020
10,0,79,8,2,67,Queens,7/27/2020
5,2,33,8,2,72,Queens,7/26/2020
8,2,46,10,2,74,Queens,7/25/2020
11,1,75,10,2,74,Queens,7/24/2020
7,4,63,11,2,78,Queens,7/23/2020
11,3,76,11,2,85,Queens,7/22/2020
7,1,100,10,3,87,Queens,7/21/2020
7,1,109,12,3,90,Queens,7/20/2020
16,0,46,12,4,94,Queens,7/19/2020
9,2,49,11,4,98,Queens,7/18/2020
17,6,106,11,4,103,Queens,7/17/2020
7,3,109,10,3,101,Queens,7/16/2020
10,7,91,11,3,99,Queens,7/15/2020
15,3,121,10,2,98,Queens,7/14/2020
11,4,138,10,2,96,Queens,7/13/2020
6,2,69,11,2,93,Queens,7/12/2020
9,3,86,12,2,89,Queens,7/11/2020
15,1,91,12,1,81,Queens,7/10/2020
11,0,94,10,1,77,Queens,7/9/2020
4,4,88,11,2,81,Queens,7/8/2020
12,1,106,12,2,81,Queens,7/7/2020
19,1,117,11,2,82,Queens,7/6/2020
12,1,38,11,3,85,Queens,7/5/2020
9,0,32,11,3,87,Queens,7/4/2020
4,3,65,10,3,91,Queens,7/3/2020
14,2,118,10,3,93,Queens,7/2/2020
12,3,93,10,4,87,Queens,7/1/2020
10,5,114,11,4,89,Queens,6/30/2020
14,5,132,11,4,90,Queens,6/29/2020
12,4,57,10,5,88,Queens,6/28/2020
6,1,60,11,5,88,Queens,6/27/2020
5,4,77,11,6,87,Queens,6/26/2020
12,4,78,11,5,94,Queens,6/25/2020
15,7,103,13,6,100,Queens,6/24/2020
13,4,121,13,6,99,Queens,6/23/2020
10,8,119,14,6,98,Queens,6/22/2020
13,7,58,14,6,99,Queens,6/21/2020
8,5,54,15,6,100,Queens,6/20/2020
8,3,123,16,6,103,Queens,6/19/2020
25,6,123,16,6,104,Queens,6/18/2020
17,9,92,15,7,103,Queens,6/17/2020
19,7,120,15,7,105,Queens,6/16/2020
11,6,123,14,7,107,Queens,6/15/2020
16,6,68,15,8,110,Queens,6/14/2020
14,2,74,14,9,111,Queens,6/13/2020
10,9,131,14,10,115,Queens,6/12/2020
15,8,114,16,9,111,Queens,6/11/2020
17,9,108,16,9,116,Queens,6/10/2020
13,9,131,17,9,121,Queens,6/9/2020
22,15,146,17,10,126,Queens,6/8/2020
10,10,74,16,10,128,Queens,6/7/2020
14,10,99,18,11,128,Queens,6/6/2020
18,4,103,18,12,130,Queens,6/5/2020
21,9,148,19,14,145,Queens,6/4/2020
20,9,148,19,14,150,Queens,6/3/2020
14,16,163,20,15,153,Queens,6/2/2020
15,15,158,21,14,168,Queens,6/1/2020
21,16,79,21,13,162,Queens,5/31/2020
14,16,110,21,13,168,Queens,5/30/2020
28,14,212,22,13,172,Queens,5/29/2020
21,10,181,22,15,175,Queens,5/28/2020
24,18,165,21,15,194,Queens,5/27/2020
21,9,269,20,15,207,Queens,5/26/2020
20,11,115,21,16,209,Queens,5/25/2020
19,13,121,23,17,232,Queens,5/24/2020
21,14,138,24,19,230,Queens,5/23/2020
26,28,237,26,20,230,Queens,5/22/2020
19,9,311,27,20,234,Queens,5/21/2020
16,24,256,30,22,237,Queens,5/20/2020
26,12,287,32,23,244,Queens,5/19/2020
35,22,275,32,24,248,Queens,5/18/2020
28,26,106,35,25,262,Queens,5/17/2020
31,21,136,34,26,259,Queens,5/16/2020
32,27,265,34,28,276,Queens,5/15/2020
44,23,332,36,31,288,Queens,5/14/2020
27,30,307,37,33,291,Queens,5/13/2020
27,18,314,41,37,311,Queens,5/12/2020
58,27,376,44,41,332,Queens,5/11/2020
18,37,85,44,45,341,Queens,5/10/2020
34,33,256,52,48,364,Queens,5/9/2020
44,48,344,56,52,375,Queens,5/8/2020
51,40,358,62,56,415,Queens,5/7/2020
55,59,443,66,60,449,Queens,5/6/2020
49,46,462,70,63,484,Queens,5/5/2020
60,55,437,78,67,546,Queens,5/4/2020
70,55,251,85,72,587,Queens,5/3/2020
65,61,333,90,77,598,Queens,5/2/2020
82,77,622,93,80,628,Queens,5/1/2020
79,67,593,101,83,650,Queens,4/30/2020
87,80,691,110,88,678,Queens,4/29/2020
106,73,896,119,89,738,Queens,4/28/2020
107,91,723,129,94,744,Queens,4/27/2020
101,89,331,141,98,815,Queens,4/26/2020
92,82,540,151,105,892,Queens,4/25/2020
138,98,775,165,113,915,Queens,4/24/2020
137,106,793,181,116,962,Queens,4/23/2020
154,86,1109,196,120,1011,Queens,4/22/2020
174,103,937,211,129,1021,Queens,4/21/2020
189,124,1223,235,137,1073,Queens,4/20/2020
175,135,866,256,147,1038,Queens,4/19/2020
185,136,705,274,152,1045,Queens,4/18/2020
255,122,1099,295,156,1085,Queens,4/17/2020
238,132,1139,321,161,1120,Queens,4/16/2020
263,148,1180,348,167,1180,Queens,4/15/2020
337,161,1300,385,172,1277,Queens,4/14/2020
342,192,974,414,175,1369,Queens,4/13/2020
299,174,916,444,176,1506,Queens,4/12/2020
330,164,987,464,177,1537,Queens,4/11/2020
439,155,1343,491,177,1568,Queens,4/10/2020
428,173,1560,509,177,1628,Queens,4/9/2020
519,183,1857,529,172,1666,Queens,4/8/2020
538,184,1949,538,167,1655,Queens,4/7/2020
552,202,1927,546,154,1635,Queens,4/6/2020
441,181,1135,554,139,1625,Queens,4/5/2020
522,158,1203,563,127,1617,Queens,4/4/2020
560,159,1762,553,117,1616,Queens,4/3/2020
572,139,1826,547,103,1590,Queens,4/2/2020
579,144,1782,529,92,1564,Queens,4/1/2020
594,96,1811,511,76,1534,Queens,3/31/2020
611,98,1858,486,67,1474,Queens,3/30/2020
505,94,1075,455,57,1378,Queens,3/29/2020
451,92,1201,416,46,1324,Queens,3/28/2020
514,58,1576,387,35,1288,Queens,3/27/2020
452,60,1644,349,28,1232,Queens,3/26/2020
450,33,1571,314,20,1149,Queens,3/25/2020
422,35,1390,271,16,1044,Queens,3/24/2020
393,28,1192,229,12,939,Queens,3/23/2020
232,14,696,190,8,844,Queens,3/22/2020
244,14,947,166,7,777,Queens,3/21/2020
247,9,1184,141,5,670,Queens,3/20/2020
208,6,1065,113,3,524,Queens,3/19/2020
153,9,835,89,3,384,Queens,3/18/2020
129,3,651,70,1,270,Queens,3/17/2020
114,4,528,55,1,180,Queens,3/16/2020
67,1,231,40,0,106,Queens,3/15/2020
72,1,194,31,0,74,Queens,3/14/2020
49,0,166,21,0,47,Queens,3/13/2020
36,0,80,14,0,23,Queens,3/12/2020
23,1,40,10,0,12,Queens,3/11/2020
23,0,24,6,0,7,Queens,3/10/2020
8,0,10,3,0,3,Queens,3/9/2020
4,0,6,2,0,2,Queens,3/8/2020
4,0,3,2,0,1,Queens,3/7/2020
2,0,1,1,0,1,Queens,3/6/2020
4,0,0,0,0,0,Queens,3/5/2020
0,0,2,0,0,0,Queens,3/4/2020
2,0,1,0,0,0,Queens,3/3/2020
0,0,0,0,0,0,Queens,3/2/2020
0,0,0,0,0,0,Queens,3/1/2020
0,0,0,0,0,0,Queens,2/29/2020
0,1,19,2,1,31,Staten Island,3/3/2022
2,1,35,3,1,34,Staten Island,3/2/2022
2,2,32,2,1,34,Staten Island,3/1/2022
1,0,49,3,1,37,Staten Island,2/28/2022
4,1,24,3,1,35,Staten Island,2/27/2022
1,0,20,3,1,36,Staten Island,2/26/2022
6,2,36,3,1,38,Staten Island,2/25/2022
3,2,40,3,1,41,Staten Island,2/24/2022
0,1,36,3,1,41,Staten Island,2/23/2022
7,0,54,4,1,45,Staten Island,2/22/2022
1,2,34,4,2,48,Staten Island,2/21/2022
3,1,31,4,2,53,Staten Island,2/20/2022
2,1,34,5,2,53,Staten Island,2/19/2022
6,3,56,5,3,57,Staten Island,2/18/2022
4,1,45,6,3,58,Staten Island,2/17/2022
3,2,60,6,4,62,Staten Island,2/16/2022
8,1,74,6,4,65,Staten Island,2/15/2022
3,4,70,6,4,69,Staten Island,2/14/2022
6,3,35,6,4,75,Staten Island,2/13/2022
8,4,58,7,5,81,Staten Island,2/12/2022
8,5,67,7,4,83,Staten Island,2/11/2022
4,6,73,7,4,90,Staten Island,2/10/2022
8,4,80,8,5,97,Staten Island,2/9/2022
6,2,101,9,5,108,Staten Island,2/8/2022
4,5,111,10,5,115,Staten Island,2/7/2022
9,7,78,11,5,131,Staten Island,2/6/2022
7,2,70,12,5,136,Staten Island,2/5/2022
13,4,117,13,5,130,Staten Island,2/4/2022
12,8,120,13,7,142,Staten Island,2/3/2022
11,7,160,16,7,162,Staten Island,2/2/2022
12,2,148,17,7,174,Staten Island,2/1/2022
14,8,222,19,7,200,Staten Island,1/31/2022
17,5,117,19,7,226,Staten Island,1/30/2022
9,4,29,18,7,241,Staten Island,1/29/2022
17,14,198,20,8,276,Staten Island,1/28/2022
30,8,259,20,6,303,Staten Island,1/27/2022
19,5,248,19,6,331,Staten Island,1/26/2022
24,2,329,21,7,375,Staten Island,1/25/2022
14,14,399,20,7,428,Staten Island,1/24/2022
16,2,227,25,6,468,Staten Island,1/23/2022
18,8,274,27,7,500,Staten Island,1/22/2022
16,6,388,31,6,538,Staten Island,1/21/2022
23,6,451,32,6,597,Staten Island,1/20/2022
33,8,558,35,6,669,Staten Island,1/19/2022
19,7,701,36,5,749,Staten Island,1/18/2022
48,8,679,40,5,831,Staten Island,1/17/2022
34,3,452,41,5,955,Staten Island,1/16/2022
41,3,536,42,5,1050,Staten Island,1/15/2022
28,5,799,43,6,1130,Staten Island,1/14/2022
42,6,961,44,5,1203,Staten Island,1/13/2022
43,4,1112,44,5,1364,Staten Island,1/12/2022
43,5,1276,46,5,1566,Staten Island,1/11/2022
55,8,1546,48,6,1804,Staten Island,1/10/2022
42,6,1119,44,5,2069,Staten Island,1/9/2022
46,6,1100,46,4,2263,Staten Island,1/8/2022
39,2,1310,47,4,2230,Staten Island,1/7/2022
43,4,2085,47,4,2283,Staten Island,1/6/2022
57,7,2523,49,3,2424,Staten Island,1/5/2022
51,6,2946,48,2,2575,Staten Island,1/4/2022
29,2,3403,47,2,2625,Staten Island,1/3/2022
60,3,2472,48,1,2668,Staten Island,1/2/2022
50,1,869,44,1,2581,Staten Island,1/1/2022
42,2,1685,40,2,2523,Staten Island,12/31/2021
52,0,3072,37,2,2425,Staten Island,12/30/2021
53,2,3577,34,3,2264,Staten Island,12/29/2021
41,1,3296,30,2,2034,Staten Island,12/28/2021
37,1,3707,26,3,1823,Staten Island,12/27/2021
33,3,1863,25,2,1502,Staten Island,12/26/2021
23,5,458,23,2,1335,Staten Island,12/25/2021
19,2,999,23,2,1357,Staten Island,12/24/2021
29,4,1951,23,1,1316,Staten Island,12/23/2021
25,1,1963,21,1,1124,Staten Island,12/22/2021
19,2,1822,19,1,931,Staten Island,12/21/2021
26,0,1456,18,1,741,Staten Island,12/20/2021
18,1,695,16,2,596,Staten Island,12/19/2021
22,1,614,15,2,527,Staten Island,12/18/2021
19,1,711,13,1,467,Staten Island,12/17/2021
16,2,609,12,1,402,Staten Island,12/16/2021
13,1,607,11,1,353,Staten Island,12/15/2021
10,3,498,10,1,304,Staten Island,12/14/2021
12,2,441,10,1,271,Staten Island,12/13/2021
10,1,212,9,1,244,Staten Island,12/12/2021
11,0,193,9,0,237,Staten Island,12/11/2021
15,0,253,8,0,234,Staten Island,12/10/2021
7,0,268,7,1,226,Staten Island,12/9/2021
6,0,263,7,1,218,Staten Island,12/8/2021
9,3,268,7,1,212,Staten Island,12/7/2021
6,0,252,6,1,199,Staten Island,12/6/2021
9,0,162,7,1,197,Staten Island,12/5/2021
4,0,169,6,1,193,Staten Island,12/4/2021
8,2,201,6,1,183,Staten Island,12/3/2021
8,1,213,6,1,171,Staten Island,12/2/2021
4,2,220,6,1,148,Staten Island,12/1/2021
6,1,179,6,1,139,Staten Island,11/30/2021
8,0,238,7,1,129,Staten Island,11/29/2021
5,0,128,6,1,117,Staten Island,11/28/2021
5,1,105,6,1,111,Staten Island,11/27/2021
9,1,113,6,1,108,Staten Island,11/26/2021
3,2,56,5,0,109,Staten Island,11/25/2021
8,0,155,5,0,114,Staten Island,11/24/2021
10,0,111,5,0,106,Staten Island,11/23/2021
5,1,148,4,1,105,Staten Island,11/22/2021
3,0,91,4,0,102,Staten Island,11/21/2021
3,0,80,4,1,99,Staten Island,11/20/2021
4,0,119,5,1,94,Staten Island,11/19/2021
3,0,95,4,1,90,Staten Island,11/18/2021
4,1,99,4,1,83,Staten Island,11/17/2021
6,2,101,4,1,78,Staten Island,11/16/2021
4,0,126,4,1,77,Staten Island,11/15/2021
5,1,70,4,1,72,Staten Island,11/14/2021
6,1,50,4,1,70,Staten Island,11/13/2021
0,3,89,3,2,68,Staten Island,11/12/2021
3,0,46,4,1,63,Staten Island,11/11/2021
2,1,67,4,2,64,Staten Island,11/10/2021
5,2,90,4,1,64,Staten Island,11/9/2021
6,1,93,5,2,60,Staten Island,11/8/2021
5,2,52,4,1,55,Staten Island,11/7/2021
3,4,42,4,1,52,Staten Island,11/6/2021
4,0,54,4,1,52,Staten Island,11/5/2021
3,1,53,4,1,52,Staten Island,11/4/2021
4,0,66,4,1,55,Staten Island,11/3/2021
7,3,60,3,1,56,Staten Island,11/2/2021
4,0,57,3,0,57,Staten Island,11/1/2021
3,1,32,3,0,61,Staten Island,10/31/2021
4,0,39,3,1,64,Staten Island,10/30/2021
3,0,56,3,1,68,Staten Island,10/29/2021
1,1,77,3,1,70,Staten Island,10/28/2021
2,0,71,4,1,72,Staten Island,10/27/2021
5,1,69,5,1,72,Staten Island,10/26/2021
2,0,82,5,1,74,Staten Island,10/25/2021
5,3,57,6,1,74,Staten Island,10/24/2021
6,0,61,5,1,76,Staten Island,10/23/2021
3,2,76,5,1,74,Staten Island,10/22/2021
6,1,87,5,1,74,Staten Island,10/21/2021
7,0,75,5,1,78,Staten Island,10/20/2021
3,1,83,5,1,83,Staten Island,10/19/2021
9,1,81,5,1,87,Staten Island,10/18/2021
2,0,66,4,1,85,Staten Island,10/17/2021
6,1,47,5,1,86,Staten Island,10/16/2021
4,0,81,5,1,87,Staten Island,10/15/2021
2,1,111,5,1,87,Staten Island,10/14/2021
8,1,114,5,1,85,Staten Island,10/13/2021
4,1,112,5,2,79,Staten Island,10/12/2021
5,1,67,5,2,78,Staten Island,10/11/2021
7,4,72,5,2,81,Staten Island,10/10/2021
4,0,55,4,1,81,Staten Island,10/9/2021
3,2,77,4,1,80,Staten Island,10/8/2021
6,1,98,4,1,80,Staten Island,10/7/2021
7,2,74,4,1,79,Staten Island,10/6/2021
4,1,105,4,1,82,Staten Island,10/5/2021
3,1,88,4,1,81,Staten Island,10/4/2021
2,0,69,4,0,84,Staten Island,10/3/2021
4,0,48,4,1,86,Staten Island,10/2/2021
2,0,76,4,1,91,Staten Island,10/1/2021
6,1,92,4,1,92,Staten Island,9/30/2021
4,2,96,5,1,91,Staten Island,9/29/2021
6,0,97,5,1,94,Staten Island,9/28/2021
4,0,110,5,1,93,Staten Island,9/27/2021
4,4,86,5,1,99,Staten Island,9/26/2021
4,1,82,6,1,98,Staten Island,9/25/2021
2,1,80,6,1,99,Staten Island,9/24/2021
9,2,89,6,1,102,Staten Island,9/23/2021
5,0,111,6,0,109,Staten Island,9/22/2021
5,0,95,7,1,115,Staten Island,9/21/2021
8,1,150,7,1,122,Staten Island,9/20/2021
9,0,79,7,1,118,Staten Island,9/19/2021
3,0,89,7,1,122,Staten Island,9/18/2021
5,1,104,7,1,124,Staten Island,9/17/2021
7,1,135,8,1,128,Staten Island,9/16/2021
11,1,152,8,1,127,Staten Island,9/15/2021
6,0,147,7,1,124,Staten Island,9/14/2021
9,2,122,7,1,127,Staten Island,9/13/2021
6,1,102,6,1,124,Staten Island,9/12/2021
8,1,104,6,1,125,Staten Island,9/11/2021
6,0,131,6,1,126,Staten Island,9/10/2021
8,1,129,6,1,135,Staten Island,9/9/2021
3,2,132,6,1,142,Staten Island,9/8/2021
7,0,171,7,1,143,Staten Island,9/7/2021
6,1,98,8,1,147,Staten Island,9/6/2021
7,1,110,8,1,159,Staten Island,9/5/2021
6,1,110,8,1,157,Staten Island,9/4/2021
4,1,197,8,1,157,Staten Island,9/3/2021
11,0,174,9,1,148,Staten Island,9/2/2021
9,0,140,8,1,144,Staten Island,9/1/2021
12,2,202,7,1,149,Staten Island,8/31/2021
8,1,182,6,1,144,Staten Island,8/30/2021
8,1,91,6,1,141,Staten Island,8/29/2021
3,1,112,6,1,140,Staten Island,8/28/2021
9,0,133,6,1,141,Staten Island,8/27/2021
8,3,150,7,1,139,Staten Island,8/26/2021
4,0,170,7,1,137,Staten Island,8/25/2021
5,2,168,8,1,136,Staten Island,8/24/2021
7,1,161,9,1,131,Staten Island,8/23/2021
7,2,84,9,1,129,Staten Island,8/22/2021
4,0,118,9,1,128,Staten Island,8/21/2021
11,0,125,11,1,125,Staten Island,8/20/2021
10,2,136,10,1,128,Staten Island,8/19/2021
12,3,162,11,1,133,Staten Island,8/18/2021
13,1,133,12,1,132,Staten Island,8/17/2021
7,2,143,11,1,134,Staten Island,8/16/2021
8,1,81,10,0,138,Staten Island,8/15/2021
16,1,96,10,1,146,Staten Island,8/14/2021
7,0,145,9,1,150,Staten Island,8/13/2021
15,0,172,10,1,149,Staten Island,8/12/2021
19,0,151,8,1,141,Staten Island,8/11/2021
6,1,152,7,1,143,Staten Island,8/10/2021
0,0,172,8,1,143,Staten Island,8/9/2021
10,2,131,9,1,136,Staten Island,8/8/2021
8,2,125,8,1,127,Staten Island,8/7/2021
11,1,141,8,1,123,Staten Island,8/6/2021
3,1,114,7,1,121,Staten Island,8/5/2021
13,1,165,8,0,121,Staten Island,8/4/2021
13,0,152,7,0,113,Staten Island,8/3/2021
6,0,122,6,0,106,Staten Island,8/2/2021
3,2,73,6,1,105,Staten Island,8/1/2021
7,0,95,6,1,104,Staten Island,7/31/2021
3,0,123,6,1,98,Staten Island,7/30/2021
13,0,119,6,1,89,Staten Island,7/29/2021
3,0,108,5,1,84,Staten Island,7/28/2021
7,1,103,5,1,78,Staten Island,7/27/2021
4,1,114,4,1,74,Staten Island,7/26/2021
4,2,67,4,1,68,Staten Island,7/25/2021
5,0,54,4,0,63,Staten Island,7/24/2021
5,0,55,4,0,60,Staten Island,7/23/2021
4,1,88,4,0,61,Staten Island,7/22/2021
5,1,63,4,0,56,Staten Island,7/21/2021
4,0,74,3,0,54,Staten Island,7/20/2021
3,0,78,3,0,52,Staten Island,7/19/2021
4,0,29,3,0,46,Staten Island,7/18/2021
6,0,35,2,0,46,Staten Island,7/17/2021
1,1,61,1,0,45,Staten Island,7/16/2021
2,1,54,1,0,41,Staten Island,7/15/2021
2,0,46,2,0,40,Staten Island,7/14/2021
3,0,64,2,0,39,Staten Island,7/13/2021
0,0,35,2,0,35,Staten Island,7/12/2021
1,1,25,2,0,33,Staten Island,7/11/2021
0,0,30,2,0,32,Staten Island,7/10/2021
2,1,32,3,0,31,Staten Island,7/9/2021
3,0,46,3,0,30,Staten Island,7/8/2021
2,0,44,4,0,28,Staten Island,7/7/2021
5,0,32,4,0,25,Staten Island,7/6/2021
1,0,20,3,0,26,Staten Island,7/5/2021
2,0,19,3,0,27,Staten Island,7/4/2021
4,0,25,3,0,28,Staten Island,7/3/2021
5,0,21,3,0,27,Staten Island,7/2/2021
8,0,33,2,0,28,Staten Island,7/1/2021
1,0,27,1,0,27,Staten Island,6/30/2021
0,0,35,1,0,27,Staten Island,6/29/2021
3,2,30,2,0,24,Staten Island,6/28/2021
0,0,22,3,0,24,Staten Island,6/27/2021
3,0,24,3,0,22,Staten Island,6/26/2021
0,1,24,3,0,20,Staten Island,6/25/2021
2,0,29,3,1,20,Staten Island,6/24/2021
1,0,24,3,1,19,Staten Island,6/23/2021
7,0,17,3,1,19,Staten Island,6/22/2021
5,0,26,3,1,20,Staten Island,6/21/2021
2,0,9,2,1,18,Staten Island,6/20/2021
3,2,14,2,1,18,Staten Island,6/19/2021
1,2,20,2,1,18,Staten Island,6/18/2021
1,0,23,2,0,17,Staten Island,6/17/2021
2,0,26,2,0,16,Staten Island,6/16/2021
4,1,19,2,0,15,Staten Island,6/15/2021
1,1,12,2,0,14,Staten Island,6/14/2021
3,0,12,2,0,15,Staten Island,6/13/2021
2,0,15,2,0,16,Staten Island,6/12/2021
2,0,15,2,0,15,Staten Island,6/11/2021
2,0,12,2,0,17,Staten Island,6/10/2021
1,0,17,2,1,17,Staten Island,6/9/2021
1,2,17,3,1,18,Staten Island,6/8/2021
3,0,19,3,0,19,Staten Island,6/7/2021
2,0,15,2,0,18,Staten Island,6/6/2021
3,1,12,2,0,18,Staten Island,6/5/2021
2,0,25,2,0,18,Staten Island,6/4/2021
2,2,14,2,1,17,Staten Island,6/3/2021
5,0,21,2,1,19,Staten Island,6/2/2021
2,0,30,2,1,18,Staten Island,6/1/2021
1,0,10,1,1,19,Staten Island,5/31/2021
1,0,14,1,1,24,Staten Island,5/30/2021
0,0,9,2,1,25,Staten Island,5/29/2021
1,3,18,2,1,27,Staten Island,5/28/2021
3,2,33,3,1,28,Staten Island,5/27/2021
4,1,10,3,1,28,Staten Island,5/26/2021
0,0,37,3,1,31,Staten Island,5/25/2021
1,0,47,3,1,32,Staten Island,5/24/2021
4,2,23,4,1,30,Staten Island,5/23/2021
2,2,21,3,1,30,Staten Island,5/22/2021
6,1,27,3,1,29,Staten Island,5/21/2021
3,3,33,3,1,32,Staten Island,5/20/2021
3,1,27,3,1,34,Staten Island,5/19/2021
2,0,44,4,1,40,Staten Island,5/18/2021
5,0,37,4,1,43,Staten Island,5/17/2021
1,1,18,4,1,45,Staten Island,5/16/2021
4,0,20,4,1,46,Staten Island,5/15/2021
5,1,46,3,1,48,Staten Island,5/14/2021
4,1,49,3,2,53,Staten Island,5/13/2021
5,2,66,4,2,54,Staten Island,5/12/2021
5,2,64,4,2,53,Staten Island,5/11/2021
2,1,50,4,2,56,Staten Island,5/10/2021
1,1,26,4,3,59,Staten Island,5/9/2021
2,2,38,6,3,64,Staten Island,5/8/2021
5,4,80,6,3,67,Staten Island,5/7/2021
5,1,54,6,3,67,Staten Island,5/6/2021
6,1,61,6,3,72,Staten Island,5/5/2021
6,7,81,7,3,79,Staten Island,5/4/2021
4,4,73,7,2,81,Staten Island,5/3/2021
12,2,60,7,2,88,Staten Island,5/2/2021
3,2,58,6,2,90,Staten Island,5/1/2021
3,3,80,7,1,93,Staten Island,4/30/2021
9,1,91,9,1,100,Staten Island,4/29/2021
9,0,111,9,2,105,Staten Island,4/28/2021
9,2,97,10,2,108,Staten Island,4/27/2021
7,1,121,10,2,115,Staten Island,4/26/2021
4,2,69,11,2,124,Staten Island,4/25/2021
9,1,79,13,2,129,Staten Island,4/24/2021
14,2,134,13,2,134,Staten Island,4/23/2021
10,3,127,13,2,142,Staten Island,4/22/2021
14,0,131,14,2,149,Staten Island,4/21/2021
11,2,146,14,2,161,Staten Island,4/20/2021
16,3,182,14,2,164,Staten Island,4/19/2021
14,2,106,13,2,167,Staten Island,4/18/2021
10,1,115,13,2,170,Staten Island,4/17/2021
15,2,184,13,2,175,Staten Island,4/16/2021
17,5,179,13,2,185,Staten Island,4/15/2021
13,1,214,13,2,193,Staten Island,4/14/2021
14,2,167,13,3,195,Staten Island,4/13/2021
11,1,205,12,3,206,Staten Island,4/12/2021
8,2,129,13,4,218,Staten Island,4/11/2021
12,3,150,14,4,220,Staten Island,4/10/2021
19,1,253,14,3,227,Staten Island,4/9/2021
11,3,236,14,3,222,Staten Island,4/8/2021
19,7,227,14,3,221,Staten Island,4/7/2021
7,4,245,15,3,226,Staten Island,4/6/2021
17,5,284,17,3,226,Staten Island,4/5/2021
13,3,142,17,2,230,Staten Island,4/4/2021
12,0,201,18,3,231,Staten Island,4/3/2021
19,2,221,18,3,233,Staten Island,4/2/2021
